lnc_id	gene_id	Stg.I	Stg.II	stage	score	lnc_name	gene_name
ENSG00000267321	ENSG00000136231	-0.4339364	0	Stg I	0.578581866666667	SNHG30	IGF2BP3
ENSG00000228630	ENSG00000136231	0.5665013	0	Stg I	0.755335066666667	HOTAIR	IGF2BP3
ENSG00000223546	ENSG00000136231	0	0.4269443	Stg II	0.569259066666667	LINC00630	IGF2BP3
ENSG00000247134	ENSG00000136231	0.6490607	0	Stg I	0.865414266666667	AC090204.1	IGF2BP3
ENSG00000196810	ENSG00000136231	-0.4484973	0	Stg I	0.5979964	CTBP1-DT	IGF2BP3
ENSG00000258017	ENSG00000136231	-0.5583558	0	Stg I	0.7444744	AC011603.2	IGF2BP3
ENSG00000180769	ENSG00000136231	-0.5292459	0	Stg I	0.7056612	WDFY3-AS2	IGF2BP3
ENSG00000269473	ENSG00000136231	-0.5596811	0	Stg I	0.746241466666667	AC012313.8	IGF2BP3
ENSG00000261659	ENSG00000136231	-0.4580861	0	Stg I	0.610781466666667	Z92544.1	IGF2BP3
ENSG00000235872	ENSG00000136231	-0.5751803	0	Stg I	0.766907066666667	AC078777.1	IGF2BP3
ENSG00000232098	ENSG00000136231	-0.4916254	0	Stg I	0.655500533333333	AC012313.1	IGF2BP3
ENSG00000257337	ENSG00000136231	-0.4392964	0	Stg I	0.585728533333333	AC068888.1	IGF2BP3
ENSG00000269929	ENSG00000136231	0.5212881	0	Stg I	0.6950508	MIRLET7A1HG	IGF2BP3
ENSG00000261342	ENSG00000136231	-0.482773	0	Stg I	0.643697333333333	AC006538.1	IGF2BP3
ENSG00000251562	ENSG00000104365	0	0.5935503	Stg II	0.7914004	MALAT1	IKBKB
ENSG00000251562	ENSG00000137070	0	0.4619399	Stg II	0.615919866666667	MALAT1	IL11RA
ENSG00000245694	ENSG00000137070	-0.5755993	0	Stg I	0.767465733333333	CRNDE	IL11RA
ENSG00000175611	ENSG00000137265	0	0.4091434	Stg II	0.545524533333333	LINC00476	IRF4
ENSG00000233429	ENSG00000137265	0.8171529	0.2193169	Stg I	0.797114666666667	HOTAIRM1	IRF4
ENSG00000227354	ENSG00000137265	0	0.4399731	Stg II	0.5866308	RBM26-AS1	IRF4
ENSG00000264575	ENSG00000177606	-0.4879715	0	Stg I	0.650628666666667	LINC00526	JUN
ENSG00000226950	ENSG00000177606	-0.4597341	0	Stg I	0.6129788	DANCR	JUN
ENSG00000182165	ENSG00000177606	-0.5562776	0	Stg I	0.741703466666667	TP53TG1	JUN
ENSG00000268388	ENSG00000143603	0	0.4924727	Stg II	0.656630266666667	FENDRR	KCNN3
ENSG00000245532	ENSG00000099910	-0.6088087	0	Stg I	0.811744933333333	NEAT1	KLHL22
ENSG00000251562	ENSG00000146021	0	0.5019263	Stg II	0.669235066666667	MALAT1	KLHL3
ENSG00000245694	ENSG00000103642	0.5217674	0	Stg I	0.695689866666667	CRNDE	LACTB
ENSG00000245694	ENSG00000182195	-0.4947365	0	Stg I	0.659648666666667	CRNDE	LDOC1
ENSG00000245532	ENSG00000105617	-0.5414972	0	Stg I	0.721996266666667	NEAT1	LENG1
ENSG00000245694	ENSG00000104863	-0.4825477	0	Stg I	0.643396933333333	CRNDE	LIN7B
ENSG00000245532	ENSG00000104863	-0.456233	0	Stg I	0.608310666666667	NEAT1	LIN7B
ENSG00000245532	ENSG00000163956	-0.5789873	0	Stg I	0.771983066666667	NEAT1	LRPAP1
ENSG00000245532	ENSG00000131409	-0.4584391	0	Stg I	0.611252133333333	NEAT1	LRRC4B
ENSG00000245532	ENSG00000161328	0	0.3862746	Stg II	0.5150328	NEAT1	LRRC56
ENSG00000245532	ENSG00000176956	-0.4348995	0	Stg I	0.579866	NEAT1	LY6H
ENSG00000245694	ENSG00000101460	-0.6178391	0	Stg I	0.823785466666667	CRNDE	MAP1LC3A
ENSG00000245694	ENSG00000099308	-0.4388121	0	Stg I	0.5850828	CRNDE	MAST3
ENSG00000245694	ENSG00000055732	-0.4362379	0	Stg I	0.581650533333333	CRNDE	MCOLN3
ENSG00000245532	ENSG00000148297	-0.5708805	0	Stg I	0.761174	NEAT1	MED22
ENSG00000245532	ENSG00000103260	-0.6600598	0	Stg I	0.880079733333333	NEAT1	METRN
ENSG00000245532	ENSG00000182050	-0.4941667	0	Stg I	0.658888933333333	NEAT1	MGAT4C
ENSG00000251562	ENSG00000158411	0	0.493478	Stg II	0.657970666666667	MALAT1	MITD1
ENSG00000247796	ENSG00000155363	-0.4580191	0	Stg I	0.610692133333333	AC008966.1	MOV10
ENSG00000179523	ENSG00000155363	0	0.4125414	Stg II	0.5500552	EIF3J-DT	MOV10
ENSG00000259943	ENSG00000155363	0	0.4195583	Stg II	0.559411066666667	AL050341.2	MOV10
ENSG00000259354	ENSG00000155363	0.656617	0.2074324	Stg I	0.5989128	AC025580.2	MOV10
ENSG00000245694	ENSG00000181991	-0.5475659	0	Stg I	0.730087866666667	CRNDE	MRPS11
ENSG00000264575	ENSG00000136997	-0.4703651	0	Stg I	0.627153466666667	LINC00526	MYC
ENSG00000235823	ENSG00000136997	-0.4865973	0	Stg I	0.6487964	OLMALINC	MYC
ENSG00000245532	ENSG00000099326	0	0.5138154	Stg II	0.6850872	NEAT1	MZF1
ENSG00000251562	ENSG00000099326	0	0.3954525	Stg II	0.52727	MALAT1	MZF1
ENSG00000255794	ENSG00000111704	0	0.4319795	Stg II	0.575972666666667	RMST	NANOG
ENSG00000245694	ENSG00000105402	-0.4858314	0	Stg I	0.6477752	CRNDE	NAPA
ENSG00000245532	ENSG00000090971	-0.5133122	0	Stg I	0.684416266666667	NEAT1	NAT14
ENSG00000245694	ENSG00000089818	-0.5008136	0	Stg I	0.667751466666667	CRNDE	NECAP1
ENSG00000245694	ENSG00000117691	-0.484394	0	Stg I	0.645858666666667	CRNDE	NENF
ENSG00000226950	ENSG00000001167	-0.5690094	0	Stg I	0.7586792	DANCR	NFYA
ENSG00000235823	ENSG00000001167	-0.6293684	0	Stg I	0.839157866666667	OLMALINC	NFYA
ENSG00000233429	ENSG00000001167	0.4384676	0	Stg I	0.584623466666667	HOTAIRM1	NFYA
ENSG00000182165	ENSG00000001167	-0.5317634	0	Stg I	0.709017866666667	TP53TG1	NFYA
ENSG00000253738	ENSG00000001167	0	0.4924606	Stg II	0.656614133333333	OTUD6B-AS1	NFYA
ENSG00000245694	ENSG00000177453	-0.4708307	0	Stg I	0.627774266666667	CRNDE	NIM1K
ENSG00000227354	ENSG00000177463	0	0.4906124	Stg II	0.654149866666667	RBM26-AS1	NR2C2
ENSG00000224939	ENSG00000106459	0.5058055	0	Stg I	0.674407333333333	LINC00184	NRF1
ENSG00000245694	ENSG00000141698	-0.5193197	0	Stg I	0.692426266666667	CRNDE	NT5C3B
ENSG00000225439	ENSG00000167005	0	0.420735	Stg II	0.56098	BOLA3-AS1	NUDT21
ENSG00000245532	ENSG00000180304	-0.523077	0	Stg I	0.697436	NEAT1	OAZ2
ENSG00000264575	ENSG00000167081	0.7678297	0	Stg I	1.02377293333333	LINC00526	PBX3
ENSG00000253738	ENSG00000167081	0.7920371	0.3476026	Stg I	0.592579333333333	OTUD6B-AS1	PBX3
ENSG00000260583	ENSG00000167081	0.6681635	0	Stg I	0.890884666666667	AP000223.1	PBX3
ENSG00000251562	ENSG00000160299	0	0.4915424	Stg II	0.655389866666667	MALAT1	PCNT
ENSG00000268388	ENSG00000004799	0	0.5311192	Stg II	0.708158933333333	FENDRR	PDK4
ENSG00000245694	ENSG00000067840	-0.5485549	0	Stg I	0.731406533333333	CRNDE	PDZD4
ENSG00000245694	ENSG00000185808	-0.5489205	0	Stg I	0.731894	CRNDE	PIGP
ENSG00000245694	ENSG00000127445	-0.5628357	0	Stg I	0.7504476	CRNDE	PIN1
ENSG00000245694	ENSG00000132664	-0.5695852	0	Stg I	0.759446933333333	CRNDE	POLR3F
ENSG00000227354	ENSG00000028277	0	0.4768603	Stg II	0.635813733333333	RBM26-AS1	POU2F2
ENSG00000233429	ENSG00000028277	0.7344493	0.2512387	Stg I	0.6442808	HOTAIRM1	POU2F2
ENSG00000175611	ENSG00000028277	0	0.4143618	Stg II	0.5524824	LINC00476	POU2F2
ENSG00000258655	ENSG00000132170	0	0.5065098	Stg II	0.6753464	ARHGAP5-AS1	PPARG
ENSG00000251562	ENSG00000235194	0	0.5357526	Stg II	0.7143368	MALAT1	PPP1R3E
ENSG00000245694	ENSG00000235194	-0.474268	0	Stg I	0.632357333333333	CRNDE	PPP1R3E
ENSG00000245694	ENSG00000138078	-0.5350744	0	Stg I	0.713432533333333	CRNDE	PREPL
ENSG00000245532	ENSG00000110844	0	0.3920773	Stg II	0.522769733333333	NEAT1	PRPF40B
ENSG00000245694	ENSG00000164985	-0.6599074	-0.2111141	Stg I	0.598391066666667	CRNDE	PSIP1
ENSG00000236901	ENSG00000011304	0.6117148	0	Stg I	0.815619733333333	MIR600HG	PTBP1
ENSG00000268388	ENSG00000123570	0	0.6433692	Stg II	0.8578256	FENDRR	RAB9B
ENSG00000245694	ENSG00000152942	-0.4391421	0	Stg I	0.5855228	CRNDE	RAD17
ENSG00000225793	ENSG00000182872	0.5127042	0	Stg I	0.6836056	TMEM30A-DT	RBM10
ENSG00000259354	ENSG00000182872	-0.437693	0	Stg I	0.583590666666667	AC025580.2	RBM10
ENSG00000224165	ENSG00000182872	0.4988391	0	Stg I	0.6651188	DNAJC27-AS1	RBM10
ENSG00000259736	ENSG00000182872	0.5768416	0	Stg I	0.769122133333333	CRTC3-AS1	RBM10
ENSG00000251442	ENSG00000182872	-0.4674073	0	Stg I	0.623209733333333	LINC01094	RBM10
ENSG00000272368	ENSG00000182872	0.7755653	0.3440399	Stg I	0.5753672	AC074032.1	RBM10
ENSG00000250220	ENSG00000182872	0.7477298	0.3046525	Stg I	0.590769733333333	AC053527.2	RBM10
ENSG00000233862	ENSG00000182872	0.8682627	0.264621	Stg I	0.8048556	AC016907.2	RBM10
ENSG00000231889	ENSG00000182872	0.5974577	0.2175833	Stg I	0.5064992	TRAF3IP2-AS1	RBM10
ENSG00000253177	ENSG00000182872	0.8265856	0	Stg I	1.10211413333333	AC104211.1	RBM10
ENSG00000235257	ENSG00000182872	0.4954463	0	Stg I	0.660595066666667	ITGA9-AS1	RBM10
ENSG00000267858	ENSG00000182872	0.8660275	0.377001	Stg I	0.652035333333333	MZF1-AS1	RBM10
ENSG00000152931	ENSG00000182872	0.6686056	0.186046	Stg I	0.6434128	PART1	RBM10
ENSG00000250802	ENSG00000182872	0.8058672	0	Stg I	1.0744896	ZBED3-AS1	RBM10
ENSG00000253477	ENSG00000182872	0.6373129	0	Stg I	0.849750533333333	AC012213.1	RBM10
ENSG00000253428	ENSG00000182872	0.7204643	0	Stg I	0.960619066666667	LINC01942	RBM10
ENSG00000253704	ENSG00000182872	0.6422478	0.1814767	Stg I	0.614361466666667	AC023632.2	RBM10
ENSG00000227908	ENSG00000182872	0.8396768	0.4345474	Stg I	0.540172533333333	FLJ31104	RBM10
ENSG00000246985	ENSG00000182872	0.6869346	0.2059752	Stg I	0.6412792	SOCS2-AS1	RBM10
ENSG00000214719	ENSG00000182872	0.6861341	0	Stg I	0.914845466666667	AC005562.1	RBM10
ENSG00000255458	ENSG00000182872	0.8856859	0.3298668	Stg I	0.741092133333333	AC108471.2	RBM10
ENSG00000227354	ENSG00000182872	0.7558778	0.233861	Stg I	0.6960224	RBM26-AS1	RBM10
ENSG00000185065	ENSG00000182872	0.51801	0	Stg I	0.69068	AC000068.1	RBM10
ENSG00000247271	ENSG00000182872	0.6137297	0.232406	Stg I	0.5084316	ZBED5-AS1	RBM10
ENSG00000235100	ENSG00000182872	0.6883654	0.2672551	Stg I	0.5614804	AL157400.3	RBM10
ENSG00000248932	ENSG00000182872	0.6013112	0	Stg I	0.801748266666667	AC046134.2	RBM10
ENSG00000234684	ENSG00000182872	0.733214	0.2130156	Stg I	0.693597866666667	SDCBP2-AS1	RBM10
ENSG00000233006	ENSG00000182872	0.7801142	0.2070109	Stg I	0.764137733333333	MIR3936HG	RBM10
ENSG00000182586	ENSG00000182872	0.7921383	0.3498314	Stg I	0.589742533333333	LINC00334	RBM10
ENSG00000249494	ENSG00000182872	0.6983721	0	Stg I	0.9311628	AC008629.1	RBM10
ENSG00000250012	ENSG00000182872	0.5999519	0	Stg I	0.799935866666667	AC079848.1	RBM10
ENSG00000197670	ENSG00000003756	0	0.4330051	Stg II	0.577340133333333	AL157838.1	RBM5
ENSG00000253477	ENSG00000004534	0.6108061	0	Stg I	0.814408133333333	AC012213.1	RBM6
ENSG00000230612	ENSG00000004534	0.760835	0.3812099	Stg I	0.5061668	AC004039.1	RBM6
ENSG00000182586	ENSG00000004534	0.5827776	0	Stg I	0.7770368	LINC00334	RBM6
ENSG00000270332	ENSG00000004534	0.5439326	0	Stg I	0.725243466666667	SMC2-AS1	RBM6
ENSG00000266256	ENSG00000004534	0.6062197	0	Stg I	0.808292933333333	LINC00683	RBM6
ENSG00000226149	ENSG00000004534	0	0.4079133	Stg II	0.5438844	AL356124.1	RBM6
ENSG00000197670	ENSG00000004534	0	0.4154167	Stg II	0.553888933333333	AL157838.1	RBM6
ENSG00000253982	ENSG00000004534	0	0.4057506	Stg II	0.5410008	AC100810.1	RBM6
ENSG00000240990	ENSG00000084093	-0.4962833	0	Stg I	0.661711066666667	HOXA11-AS	REST
ENSG00000264575	ENSG00000084093	-0.6520782	0	Stg I	0.8694376	LINC00526	REST
ENSG00000174365	ENSG00000084093	-0.7043334	0	Stg I	0.9391112	SNHG11	REST
ENSG00000229152	ENSG00000084093	0.522586	0	Stg I	0.696781333333333	ANKRD10-IT1	REST
ENSG00000231074	ENSG00000084093	0	0.5512931	Stg II	0.735057466666667	HCG18	REST
ENSG00000230590	ENSG00000084093	0	0.3874479	Stg II	0.5165972	FTX	REST
ENSG00000224418	ENSG00000084093	-0.5437797	0	Stg I	0.7250396	STK24-AS1	REST
ENSG00000235823	ENSG00000084093	-0.6756255	0	Stg I	0.900834	OLMALINC	REST
ENSG00000229325	ENSG00000084093	0	0.3947238	Stg II	0.5262984	ACAP2-IT1	REST
ENSG00000182165	ENSG00000084093	-0.6695519	-0.202334	Stg I	0.6229572	TP53TG1	REST
ENSG00000232860	ENSG00000084093	0	0.4715204	Stg II	0.628693866666667	SMG7-AS1	REST
ENSG00000234456	ENSG00000084093	0	0.4669488	Stg II	0.6225984	MAGI2-AS3	REST
ENSG00000224843	ENSG00000084093	-0.6237525	0	Stg I	0.83167	LINC00240	REST
ENSG00000253738	ENSG00000084093	0	0.6402293	Stg II	0.853639066666667	OTUD6B-AS1	REST
ENSG00000186615	ENSG00000084093	0	0.5009196	Stg II	0.6678928	KTN1-AS1	REST
ENSG00000234608	ENSG00000084093	-0.503027	0	Stg I	0.670702666666667	MAPKAPK5-AS1	REST
ENSG00000233016	ENSG00000084093	-0.7009398	-0.1650838	Stg I	0.714474666666667	SNHG7	REST
ENSG00000226950	ENSG00000084093	-0.6763186	-0.2146767	Stg I	0.615522533333333	DANCR	REST
ENSG00000268388	ENSG00000170153	0	0.7935785	Stg II	1.05810466666667	FENDRR	RNF150
ENSG00000245532	ENSG00000149489	-0.4552115	0	Stg I	0.606948666666667	NEAT1	ROM1
ENSG00000258302	ENSG00000100220	-0.5612947	0	Stg I	0.748392933333333	AC025034.1	RTCB
ENSG00000233016	ENSG00000186350	0.8071526	0.1879063	Stg I	0.825661733333333	SNHG7	RXRA
ENSG00000152931	ENSG00000186350	0.6601253	0	Stg I	0.880167066666667	PART1	RXRA
ENSG00000196668	ENSG00000186350	0	0.5931719	Stg II	0.790895866666667	LINC00173	RXRA
ENSG00000236790	ENSG00000186350	-0.5082463	0	Stg I	0.677661733333333	LINC00299	RXRA
ENSG00000245532	ENSG00000165821	-0.5164663	0	Stg I	0.688621733333333	NEAT1	SALL2
ENSG00000253738	ENSG00000143379	0	0.5360118	Stg II	0.7146824	OTUD6B-AS1	SETDB1
ENSG00000251562	ENSG00000141258	0	0.4054369	Stg II	0.540582533333333	MALAT1	SGSM2
ENSG00000264575	ENSG00000177045	-0.4403968	0	Stg I	0.587195733333333	LINC00526	SIX5
ENSG00000268388	ENSG00000151729	0	0.7683832	Stg II	1.02451093333333	FENDRR	SLC25A4
ENSG00000245694	ENSG00000168917	-0.6118064	0	Stg I	0.815741866666667	CRNDE	SLC35G2
ENSG00000245532	ENSG00000118160	-0.554926	-0.1680342	Stg I	0.515855733333333	NEAT1	SLC8A2
ENSG00000235823	ENSG00000166949	-0.5978597	0	Stg I	0.797146266666667	OLMALINC	SMAD3
ENSG00000214548	ENSG00000166949	-0.4841909	0	Stg I	0.645587866666667	MEG3	SMAD3
ENSG00000236790	ENSG00000141646	-0.5594304	0	Stg I	0.7459072	LINC00299	SMAD4
ENSG00000259974	ENSG00000141646	0.494714	0	Stg I	0.659618666666667	LINC00261	SMAD4
ENSG00000175611	ENSG00000099956	0.4946452	0	Stg I	0.659526933333333	LINC00476	SMARCB1
ENSG00000245910	ENSG00000099956	0.7121183	0	Stg I	0.949491066666667	SNHG6	SMARCB1
ENSG00000253738	ENSG00000173473	0	0.6168085	Stg II	0.822411333333333	OTUD6B-AS1	SMARCC1
ENSG00000255198	ENSG00000139613	0	-0.4630989	Stg II	0.6174652	SNHG9	SMARCC2
ENSG00000175611	ENSG00000139613	0.636643	0	Stg I	0.848857333333333	LINC00476	SMARCC2
ENSG00000268388	ENSG00000112320	0	0.5059486	Stg II	0.674598133333333	FENDRR	SOBP
ENSG00000233429	ENSG00000185591	0.5261029	0	Stg I	0.701470533333333	HOTAIRM1	SP1
ENSG00000227354	ENSG00000185591	-0.6020034	0	Stg I	0.8026712	RBM26-AS1	SP1
ENSG00000264575	ENSG00000185591	-0.593778	0	Stg I	0.791704	LINC00526	SP1
ENSG00000182165	ENSG00000185591	-0.6492214	0	Stg I	0.865628533333333	TP53TG1	SP1
ENSG00000177640	ENSG00000185591	0	0.4697853	Stg II	0.6263804	CASC2	SP1
ENSG00000253738	ENSG00000185591	0	0.5528139	Stg II	0.7370852	OTUD6B-AS1	SP1
ENSG00000251562	ENSG00000067066	0	0.4284945	Stg II	0.571326	MALAT1	SP100
ENSG00000245694	ENSG00000061656	0.6806121	0.2156335	Stg I	0.619971466666667	CRNDE	SPAG4
ENSG00000245694	ENSG00000160284	-0.4694881	0	Stg I	0.625984133333333	CRNDE	SPATC1L
ENSG00000245532	ENSG00000072195	-0.4652112	0	Stg I	0.6202816	NEAT1	SPEG
ENSG00000235823	ENSG00000066336	-0.5926906	-0.1885767	Stg I	0.538818533333333	OLMALINC	SPI1
ENSG00000177640	ENSG00000066336	-0.5751773	0	Stg I	0.766903066666667	CASC2	SPI1
ENSG00000247400	ENSG00000066336	-0.4499657	0	Stg I	0.599954266666667	DNAJC3-DT	SPI1
ENSG00000245532	ENSG00000167778	-0.5049966	0	Stg I	0.6733288	NEAT1	SPRYD3
ENSG00000245532	ENSG00000160460	-0.4913137	0	Stg I	0.655084933333333	NEAT1	SPTBN4
ENSG00000177640	ENSG00000072310	0.6779187	0	Stg I	0.9038916	CASC2	SREBF1
ENSG00000231889	ENSG00000136450	0	0.4314444	Stg II	0.5752592	TRAF3IP2-AS1	SRSF1
ENSG00000269893	ENSG00000136450	-0.6205495	0	Stg I	0.827399333333333	SNHG8	SRSF1
ENSG00000204934	ENSG00000136450	-0.6199101	0	Stg I	0.8265468	ATP6V0E2-AS1	SRSF1
ENSG00000235823	ENSG00000115415	-0.5332586	0	Stg I	0.711011466666667	OLMALINC	STAT1
ENSG00000245694	ENSG00000148291	-0.6184936	0	Stg I	0.824658133333333	CRNDE	SURF2
ENSG00000245532	ENSG00000148291	-0.6021244	0	Stg I	0.802832533333333	NEAT1	SURF2
ENSG00000245694	ENSG00000100321	-0.614657	-0.1799462	Stg I	0.5796144	CRNDE	SYNGR1
ENSG00000180769	ENSG00000147133	0	0.5266088	Stg II	0.702145066666667	WDFY3-AS2	TAF1
ENSG00000238197	ENSG00000147133	0	0.5071887	Stg II	0.6762516	PAXBP1-AS1	TAF1
ENSG00000253738	ENSG00000147133	0	0.7362693	Stg II	0.9816924	OTUD6B-AS1	TAF1
ENSG00000245694	ENSG00000187325	-0.5692134	0	Stg I	0.7589512	CRNDE	TAF9B
ENSG00000231856	ENSG00000139546	0.6031728	0	Stg I	0.8042304	AL162377.1	TARBP2
ENSG00000255458	ENSG00000139546	0.542086	0	Stg I	0.722781333333333	AC108471.2	TARBP2
ENSG00000179523	ENSG00000139546	0.4570852	0	Stg I	0.609446933333333	EIF3J-DT	TARBP2
ENSG00000257913	ENSG00000139546	0.7250088	0.2232327	Stg I	0.6690348	DDN-AS1	TARBP2
ENSG00000250220	ENSG00000139546	0.4714076	0	Stg I	0.628543466666667	AC053527.2	TARBP2
ENSG00000253477	ENSG00000139546	0.6765911	0	Stg I	0.902121466666667	AC012213.1	TARBP2
ENSG00000249835	ENSG00000139546	-0.4823519	0	Stg I	0.643135866666667	VCAN-AS1	TARBP2
ENSG00000245694	ENSG00000171703	-0.5084445	0	Stg I	0.677926	CRNDE	TCEA2
ENSG00000253738	ENSG00000140262	0	0.5675738	Stg II	0.756765066666667	OTUD6B-AS1	TCF12
ENSG00000182165	ENSG00000140262	-0.5165562	0	Stg I	0.6887416	TP53TG1	TCF12
ENSG00000226950	ENSG00000140262	-0.6028019	0	Stg I	0.803735866666667	DANCR	TCF12
ENSG00000233429	ENSG00000140262	0.6128833	0	Stg I	0.817177733333333	HOTAIRM1	TCF12
ENSG00000235823	ENSG00000140262	-0.559949	0	Stg I	0.746598666666667	OLMALINC	TCF12
ENSG00000226950	ENSG00000148737	-0.6083509	0	Stg I	0.811134533333333	DANCR	TCF7L2
ENSG00000247400	ENSG00000148737	-0.4672946	0	Stg I	0.623059466666667	DNAJC3-DT	TCF7L2
ENSG00000233016	ENSG00000148737	-0.6443365	0	Stg I	0.859115333333333	SNHG7	TCF7L2
ENSG00000224843	ENSG00000148737	-0.674125	0	Stg I	0.898833333333333	LINC00240	TCF7L2
ENSG00000247092	ENSG00000148737	-0.4528617	0	Stg I	0.6038156	SNHG10	TCF7L2
ENSG00000224157	ENSG00000148737	-0.4866572	0	Stg I	0.648876266666667	HCG14	TCF7L2
ENSG00000175611	ENSG00000148737	-0.5516525	0	Stg I	0.735536666666667	LINC00476	TCF7L2
ENSG00000258655	ENSG00000148737	0	0.4867984	Stg II	0.649064533333333	ARHGAP5-AS1	TCF7L2
ENSG00000233532	ENSG00000148737	0.5778044	0	Stg I	0.770405866666667	LINC00460	TCF7L2
ENSG00000227354	ENSG00000148737	-0.6637882	-0.2080556	Stg I	0.607643466666667	RBM26-AS1	TCF7L2
ENSG00000229152	ENSG00000148737	0.8372198	0.3893011	Stg I	0.597224933333333	ANKRD10-IT1	TCF7L2
ENSG00000238197	ENSG00000148737	-0.5567137	0	Stg I	0.742284933333333	PAXBP1-AS1	TCF7L2
ENSG00000180769	ENSG00000148737	-0.6438076	0	Stg I	0.858410133333333	WDFY3-AS2	TCF7L2
ENSG00000232860	ENSG00000148737	0	0.4485257	Stg II	0.598034266666667	SMG7-AS1	TCF7L2
ENSG00000235823	ENSG00000148737	-0.6184578	0	Stg I	0.8246104	OLMALINC	TCF7L2
ENSG00000224965	ENSG00000148737	-0.4919147	0	Stg I	0.655886266666667	LINC02586	TCF7L2
ENSG00000240498	ENSG00000148737	0.5077356	0	Stg I	0.6769808	CDKN2B-AS1	TCF7L2
ENSG00000242242	ENSG00000148737	-0.5014907	0	Stg I	0.668654266666667	NECTIN3-AS1	TCF7L2
ENSG00000264575	ENSG00000137203	-0.5610427	0	Stg I	0.748056933333333	LINC00526	TFAP2A
ENSG00000177640	ENSG00000137203	-0.5831898	0	Stg I	0.7775864	CASC2	TFAP2A
ENSG00000238197	ENSG00000137203	-0.4771208	0	Stg I	0.636161066666667	PAXBP1-AS1	TFAP2A
ENSG00000259891	ENSG00000151923	0	0.4205989	Stg II	0.560798533333333	AC107375.1	TIAL1
ENSG00000245532	ENSG00000184012	0.5971391	0	Stg I	0.796185466666667	NEAT1	TMPRSS2
ENSG00000182165	ENSG00000141510	-0.6604134	0	Stg I	0.8805512	TP53TG1	TP53
ENSG00000268388	ENSG00000167552	0	0.4070408	Stg II	0.542721066666667	FENDRR	TUBA1A
ENSG00000177337	ENSG00000063244	-0.4806992	0	Stg I	0.640932266666667	DLGAP1-AS1	U2AF2
ENSG00000267649	ENSG00000005007	0.5461382	0	Stg I	0.728184266666667	AC010327.5	UPF1
ENSG00000180769	ENSG00000005007	0.5436433	0	Stg I	0.724857733333333	WDFY3-AS2	UPF1
ENSG00000260853	ENSG00000005007	0	0.4715786	Stg II	0.628771466666667	AC109460.2	UPF1
ENSG00000230612	ENSG00000005007	0.559322	0	Stg I	0.745762666666667	AC004039.1	UPF1
ENSG00000231889	ENSG00000005007	0.5792432	0	Stg I	0.772324266666667	TRAF3IP2-AS1	UPF1
ENSG00000266256	ENSG00000005007	0.5954255	0	Stg I	0.793900666666667	LINC00683	UPF1
ENSG00000266490	ENSG00000005007	0.6046264	0	Stg I	0.806168533333333	AC127024.5	UPF1
ENSG00000235100	ENSG00000005007	0.6957889	0	Stg I	0.927718533333333	AL157400.3	UPF1
ENSG00000257815	ENSG00000005007	0.5689014	0.1810147	Stg I	0.517182266666667	PRANCR	UPF1
ENSG00000237037	ENSG00000005007	0.7252807	0.281391	Stg I	0.591852933333333	NDUFA6-DT	UPF1
ENSG00000268471	ENSG00000005007	0.7273043	0.2909542	Stg I	0.581800133333333	MIR4453HG	UPF1
ENSG00000255435	ENSG00000005007	0.6003152	0	Stg I	0.800420266666667	AP001267.3	UPF1
ENSG00000261799	ENSG00000005007	0.6454886	0.1928419	Stg I	0.603528933333333	AC007406.4	UPF1
ENSG00000224023	ENSG00000005007	0.5572277	0	Stg I	0.742970266666667	EDRF1-DT	UPF1
ENSG00000261488	ENSG00000005007	0	0.3949074	Stg II	0.5265432	TBILA	UPF1
ENSG00000255129	ENSG00000005007	0.6481171	0	Stg I	0.864156133333333	AP000880.1	UPF1
ENSG00000251314	ENSG00000005007	0.5825643	0	Stg I	0.7767524	AC104123.1	UPF1
ENSG00000253738	ENSG00000005007	0.7755737	0.213339	Stg I	0.749646266666667	OTUD6B-AS1	UPF1
ENSG00000241990	ENSG00000005007	0.5576575	0	Stg I	0.743543333333333	PRR34-AS1	UPF1
ENSG00000229167	ENSG00000005007	0	0.5054925	Stg II	0.67399	AC114488.1	UPF1
ENSG00000245105	ENSG00000005007	0.6741257	0	Stg I	0.898834266666667	A2M-AS1	UPF1
ENSG00000260708	ENSG00000005007	0.5513891	0	Stg I	0.735185466666667	AL118516.1	UPF1
ENSG00000253477	ENSG00000005007	0.7878292	0	Stg I	1.05043893333333	AC012213.1	UPF1
ENSG00000255250	ENSG00000005007	0.6397903	0	Stg I	0.853053733333333	AP003059.2	UPF1
ENSG00000245694	ENSG00000136878	-0.6848918	0	Stg I	0.913189066666667	CRNDE	USP20
ENSG00000245694	ENSG00000176428	-0.4945411	0	Stg I	0.659388133333333	CRNDE	VPS37D
ENSG00000260274	ENSG00000136709	0	0.4122188	Stg II	0.549625066666667	AC068338.2	WDR33
ENSG00000270332	ENSG00000136709	0.456978	0	Stg I	0.609304	SMC2-AS1	WDR33
ENSG00000233230	ENSG00000136709	0	0.4013452	Stg II	0.535126933333333	AC079807.1	WDR33
ENSG00000231889	ENSG00000136709	0	0.5026272	Stg II	0.6701696	TRAF3IP2-AS1	WDR33
ENSG00000179523	ENSG00000136709	0	0.5444606	Stg II	0.725947466666667	EIF3J-DT	WDR33
ENSG00000230612	ENSG00000136709	0	0.4165959	Stg II	0.5554612	AC004039.1	WDR33
